created,timestamp,sensor_type,value,name,lat,lon,alt
1665561706398,1665553800000,Temperatura Aire,18.96187,Profundidad: 0m,37.70940,-0.78552,0
1665561706398,1665553800000,Presión Vapor,1.626122,Profundidad: 0m,37.70940,-0.78552,0
1665561706398,1665553800000,Humedad Relativa,74.21878,Profundidad: 0m,37.70940,-0.78552,0
1665561706399,1665553800000,Temperatura Agua,22.69292,Profundidad: 1m,37.70940,-0.78552,-1
1665561706399,1665553800000,Saturación O2,73.92215,Profundidad: 1m,37.70940,-0.78552,-1
1665561706399,1665553800000,Saturación O2,67.74784,Profundidad: 3m,37.70940,-0.78552,-3
1665561706399,1665553800000,Saturación O2,64.98888,Profundidad: 6m,37.70940,-0.78552,-6
1665561706399,1665553800000,Velocidad Viento,2.875,Profundidad: 0m,37.70940,-0.78552,0
1665561706399,1665553800000,Temperatura Agua,22.87242,Profundidad: 0.5m,37.70940,-0.78552,-0.5
1665561706399,1665553800000,Temperatura Agua,22.92421,Profundidad: 1.5m,37.70940,-0.78552,-1.5
1665561706399,1665553800000,Temperatura Agua,22.92877,Profundidad: 2m,37.70940,-0.78552,-2
1665561706399,1665553800000,Temperatura Agua,22.87122,Profundidad: 2.5m,37.70940,-0.78552,-2.5
1665561706399,1665553800000,Temperatura Agua,22.68912,Profundidad: 3m,37.70940,-0.78552,-3
1665561706399,1665553800000,Temperatura Agua,22.88591,Profundidad: 4m,37.70940,-0.78552,-4
1665561706399,1665553800000,Temperatura Agua,22.98582,Profundidad: 5m,37.70940,-0.78552,-5
1665561706399,1665553800000,Temperatura Agua,22.70922,Profundidad: 6.5m,37.70940,-0.78552,-6.5
1665561706399,1665553800000,Concentración O2,6.377947,Profundidad: 1m,37.70940,-0.78552,-1
1665561706400,1665553800000,Concentración O2,5.60545,Profundidad: 6.5m,37.70940,-0.78552,-6.5
1665561706400,1665553800000,Concentración O2,5.845656,Profundidad: 3m,37.70940,-0.78552,-3
1665561983138,1665554100000,Temperatura Aire,18.90848,Profundidad: 0m,37.70940,-0.78552,0
1665561983138,1665554400000,Temperatura Aire,18.82434,Profundidad: 0m,37.70940,-0.78552,0
1665561983138,1665554400000,Humedad Relativa,74.78102,Profundidad: 0m,37.70940,-0.78552,0
1665561983138,1665554100000,Velocidad Viento,2.325,Profundidad: 0m,37.70940,-0.78552,0
1665561983138,1665554100000,Temperatura Agua,22.86617,Profundidad: 0.5m,37.70940,-0.78552,-0.5
1665561983138,1665554100000,Temperatura Agua,22.69022,Profundidad: 1m,37.70940,-0.78552,-1
1665561983138,1665554100000,Temperatura Agua,22.92505,Profundidad: 2m,37.70940,-0.78552,-2
1665561983138,1665554400000,Temperatura Agua,22.91843,Profundidad: 2m,37.70940,-0.78552,-2
1665561983138,1665554100000,Temperatura Agua,22.86454,Profundidad: 2.5m,37.70940,-0.78552,-2.5
1665561983138,1665554400000,Temperatura Agua,22.68594,Profundidad: 3m,37.70940,-0.78552,-3
1665561983138,1665554100000,Temperatura Agua,22.88359,Profundidad: 4m,37.70940,-0.78552,-4
1665561983138,1665554100000,Temperatura Agua,22.9814,Profundidad: 5m,37.70940,-0.78552,-5
1665561983138,1665554100000,Presión Vapor,1.62786,Profundidad: 0m,37.70940,-0.78552,0
