"TOA5","MarMenorIP","CR1000X","25703","CR1000X.Std.06.00","CPU:MarMenor6.CR1X","63214","Output60min"
"TIMESTAMP","RECORD","Air_Temp_HS_Avg","RelHumidity_Avg","Vapor_Pressure_Avg","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS3_Avg","ThermTemp1_Avg","WTemp_C1_Avg","SDI_Temp_1m","ThermTemp2_Avg","ThermTemp3_Avg","ThermTemp4_Avg","WTemp_C2_Avg","SDI_Temp_3m","ThermTemp5_Avg","ThermTemp6_Avg","SDI_Temp_6m","WTemp_C3_Avg","O2_sat1_Avg","O2_sat2_Avg","O2_sat3_Avg","O2_conc1_Avg","O2_conc2_Avg","O2_conc3_Avg","SDI_Cond_1m","SDI_Cond_3m","SDI_Cond_6m","SDI_TempCorrCond_1m","SDI_TempCorrCond_3m","SDI_TempCorrCond_6m","Mean_Chl_ugl","Mean_Turb_NTU"
"TS","RN","Deg C","Percent","kPa","meters/second","meters/second","meters/second","meters/second","(meters/second)3","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Percent","Percent","Percent","mg/l","mg/l","mg/l","uS/cm","uS/cm","uS/cm","uS/cm 25C","uS/cm 25C","uS/cm 25C","ug/l","NTU"
"","","Avg","Avg","Avg","Avg","Std","Max","TMx","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-11-05 07:00:00",905,18.1127,48.24495,1.002385,8.91,0.662,10.05,"2022-11-05 06:23:00",717.996,22.3217,22.14752,21.9,22.38307,22.38667,22.32825,22.16968,21.98,22.35044,22.44725,22.04,22.63758,97.7578,91.40431,92.28263,8.522955,7.965632,7.970483,54174.92,48282.72,48606.87,57760.2,51393.63,51670.1,1.84193,1.991452
"2022-11-05 08:00:00",906,18.07261,47.39408,0.9822315,7.494,0.875,9.83,"2022-11-05 07:06:00",438.4162,22.23942,22.06694,21.86,22.30098,22.30479,22.24757,22.08846,21.87,22.27202,22.37032,21.95,22.56463,97.5237,90.60012,91.61476,8.515744,7.907885,7.923807,53803.29,48128.57,48448.97,57400.46,51333.32,51617.78,2.03385,1.988238
"2022-11-05 09:00:00",907,17.78203,48.83481,0.9937503,7.838,0.847,9.45,"2022-11-05 08:33:00",497.8693,22.16919,21.99461,21.93,22.23259,22.23333,22.17479,22.01062,21.89,22.19407,22.29107,21.83,22.48062,101.1204,90.2888,91.3037,8.84211,7.892532,7.909601,53681.92,48046.58,48375.28,57192.95,51226.24,51655.77,1.892432,2.006415
"2022-11-05 10:00:00",908,18.1549,44.88153,0.9348078,5.549,0.683,7.225,"2022-11-05 09:31:30",178.6031,22.15998,21.97938,21.88,22.21917,22.21716,22.16074,21.99221,21.86,22.17607,22.27357,21.89,22.44098,104.9588,89.96555,90.57677,9.180438,7.867063,7.852573,53599,49173.16,48198.57,57171.03,52468.87,51393.63,1.847098,2.029671
"2022-11-05 11:00:00",909,19.11824,42.18235,0.9323594,6.14,0.488,7.75,"2022-11-05 10:39:00",235.8993,22.14026,21.96016,21.82,22.19948,22.19772,22.14516,21.97427,21.99,22.16077,22.25853,21.86,22.4236,107.6223,90.44543,91.40764,9.416869,7.91176,7.927246,53482.91,49407.06,48154.96,57123.48,52585.43,51391.41,1.708656,2.037974
"2022-11-05 12:00:00",910,20.79457,35.48534,0.870822,5.932,0.631,7.2,"2022-11-05 11:43:30",215.7271,22.15582,21.97692,21.88,22.22042,22.21432,22.1629,21.9861,21.84,22.17165,22.26884,21.97,22.4333,110.1934,92.56369,92.40617,9.638726,8.09521,8.012354,53475.38,49537.91,48101.56,57032.86,52879.93,51221.19,1.682572,2.066149
"2022-11-05 13:00:00",911,21.85591,32.55879,0.8528457,4.219,0.721,5.625,"2022-11-05 12:25:30",81.74902,22.19423,22.01381,21.81,22.26458,22.25297,22.20025,22.01646,21.86,22.20071,22.29189,22.02,22.45875,114.0658,93.39207,93.31298,9.97034,8.16288,8.087049,54112.34,51422.54,48068.49,57815.02,54862.76,51119.14,1.741913,2.074514
"2022-11-05 14:00:00",912,22.23834,27.58183,0.7395076,2.235,0.897,4.75,"2022-11-05 13:01:30",17.255,22.26837,22.08346,22.06,22.3369,22.31206,22.25188,22.06049,21.94,22.23882,22.31764,21.96,22.51039,120.0394,94.40746,94.25688,10.47837,8.244636,8.160788,54384.47,50961.53,48080.54,57774.73,54291.05,51210.51,1.755632,2.024368
"2022-11-05 15:00:00",913,22.02579,32.73294,0.8604813,2.451,1.755,5.6,"2022-11-05 14:44:00",39.42425,22.38398,22.18944,22.06,22.42642,22.36565,22.28769,22.0878,21.98,22.26144,22.34298,22.07,22.45716,127.1414,94.47557,96.12801,11.07579,8.246258,8.331336,54273.66,51166.08,48050.44,57687.04,54452.16,51049.48,2.030507,1.995752
"2022-11-05 16:00:00",914,21.10491,45.70727,1.14309,4.522,0.492,5.75,"2022-11-05 15:27:30",95.76096,22.34828,22.16579,21.97,22.42318,22.41089,22.33963,22.14079,22.18,22.29166,22.35664,21.91,22.26664,119.4382,95.5342,99.54423,10.40948,8.330169,8.658942,53999.29,50846.48,48118.1,57493.01,53884.7,51283.56,2.115527,1.951861
"2022-11-05 17:00:00",915,20.86066,49.36306,1.216666,4.919,0.374,5.775,"2022-11-05 16:27:00",121.1303,22.30263,22.12217,21.98,22.36819,22.36395,22.30305,22.13157,22.06,22.31101,22.39597,22,22.19818,116.4655,96.21246,99.92127,10.1589,8.390804,8.703123,53690.22,50763.74,48703.86,57147.66,53938.95,51826.55,2.202818,1.970936
"2022-11-05 18:00:00",916,20.84697,55.4849,1.366426,4.226,0.646,5.725,"2022-11-05 17:04:00",80.77977,22.26949,22.0894,21.95,22.32412,22.32525,22.266,22.10046,21.99,22.28569,22.38017,22.05,22.1976,108.5161,96.15625,102.023,9.471457,8.39091,8.886302,53408.29,50480.22,48829.44,56864.79,53722.87,51874.6,2.486916,1.96382
"2022-11-05 19:00:00",917,20.67152,59.34651,1.445642,3.6,0.406,4.6,"2022-11-05 18:02:00",48.44911,22.23835,22.0627,21.93,22.2922,22.2934,22.23413,22.07078,22,22.25553,22.3505,21.89,22.17214,101.2994,94.82494,106.2119,8.846136,8.279458,9.255645,53279.37,50024.48,48538.44,56766.05,53225.86,51742.69,2.338168,1.974768
"2022-11-05 20:00:00",918,20.36196,62.17755,1.486082,2.798,0.295,3.475,"2022-11-05 19:04:30",22.6314,22.20593,22.02961,21.91,22.26001,22.26106,22.20259,22.04227,21.97,22.22846,22.32516,21.78,22.14626,98.98269,92.86053,104.7117,8.649333,8.112388,9.129444,53197.21,49928.97,48409.12,56690.61,53155.07,51730.93,2.310444,2.012855
"2022-11-05 21:00:00",919,20.39512,64.5771,1.546314,2.278,0.356,2.925,"2022-11-05 20:29:30",12.66481,22.18835,22.01613,21.86,22.24632,22.24786,22.18849,22.02826,21.91,22.21006,22.30349,21.87,22.1164,97.07613,90.63244,102.9352,8.484941,7.919878,8.979709,53357.79,49909.41,48303.85,56938.88,53204.51,51537.85,2.23657,1.983762
"2022-11-05 22:00:00",920,20.05572,70.10017,1.643921,1.439,0.239,2.088,"2022-11-05 21:59:00",3.231348,22.1762,22.00534,21.93,22.23127,22.23129,22.17053,22.01207,21.89,22.19259,22.29225,21.81,22.09911,94.17084,86.57877,100.188,8.23271,7.568002,8.742966,53244.71,49952.26,48130.9,56738.15,53268.26,51406.08,2.237143,1.996239
"2022-11-05 23:00:00",921,19.23829,74.97864,1.67061,2.37,0.364,3.3,"2022-11-05 22:59:30",14.25958,22.15294,21.98477,21.85,22.21301,22.21371,22.15329,21.99833,21.94,22.18326,22.27658,21.96,22.08851,93.49937,84.17851,98.66409,8.177253,7.360155,8.611734,53056.24,49663.48,48060.22,56617.71,52912.85,51177.86,2.132507,2.071892
"2022-11-06 00:00:00",922,16.95451,82.07945,1.585618,3.188,0.347,3.95,"2022-11-06 00:00:00",33.52929,22.12509,21.9478,21.74,22.18037,22.18034,22.12416,21.95985,21.87,22.14592,22.23898,21.7,22.0242,96.61829,88.38767,101.5177,8.456064,7.733915,8.871811,52794.67,49499.54,47888.77,56488.45,52811.96,51265.36,2.04849,2.045667
"2022-11-06 01:00:00",923,16.31145,78.55164,1.456257,3.757,0.476,4.55,"2022-11-06 00:03:30",55.50161,22.09674,21.91583,21.61,22.1493,22.15601,22.09007,21.92708,21.75,22.111,22.20833,21.83,21.95973,97.95715,89.8732,102.2286,8.578508,7.86886,8.945005,52894.17,49411.56,47685.75,56729.02,52835.7,50915.93,2.003805,2.050461
"2022-11-06 02:00:00",924,16.44076,78.64868,1.469623,3.616,0.305,4.275,"2022-11-06 01:59:30",48.26835,22.06983,21.89007,21.82,22.12228,22.12471,22.06015,21.89713,21.62,22.08024,22.17384,21.93,21.92375,97.09421,89.29218,101.317,8.507159,7.822499,8.871387,52756.97,49325.07,47490.25,56323.99,52902.04,50595.91,1.965693,1.976591
"2022-11-06 03:00:00",925,16.33677,76.70496,1.424016,3.42,0.341,4.2,"2022-11-06 02:01:30",41.21175,22.02259,21.8437,21.67,22.07424,22.07488,22.01381,21.85163,21.69,22.03523,22.13119,21.69,21.8826,96.81251,88.51766,100.9693,8.490077,7.761461,8.847967,52658.22,49279.2,47374.46,56418.41,52779.24,50730.23,1.950295,2.025953
"2022-11-06 04:00:00",926,16.2008,75.44524,1.388751,4.029,0.467,5.125,"2022-11-06 03:55:00",68.08681,21.96793,21.791,21.68,22.02281,22.02499,21.96377,21.80025,21.67,21.98545,22.07984,21.51,21.82928,97.11582,88.72187,101.3523,8.525352,7.787096,8.89068,52738.9,49099.45,47219.56,56506.24,52601.76,50765.67,1.891739,1.974376
"2022-11-06 05:00:00",927,15.64521,81.06395,1.439212,3.871,0.463,5.175,"2022-11-06 04:05:30",60.61248,21.93385,21.75629,21.55,21.9868,21.98705,21.92658,21.76335,21.59,21.94852,22.04346,21.69,21.79331,96.74607,88.19345,101.049,8.498585,7.746237,8.870224,52724.55,48974.61,47267.68,56641.06,52559.26,50619.14,1.883521,1.972801
"2022-11-06 06:00:00",928,15.40575,81.58772,1.427149,4.399,0.421,5.275,"2022-11-06 05:24:30",87.40213,21.89004,21.711,21.62,21.94382,21.94587,21.88598,21.72371,21.47,21.90823,22.00537,21.56,21.75392,96.3241,88.30732,100.7275,8.468935,7.762178,8.848741,52545.16,48984.41,47033.06,56359.97,52691.83,50519.74,1.823846,1.954041
"2022-11-06 07:00:00",929,15.09358,80.14074,1.373995,4.82,0.352,5.675,"2022-11-06 06:09:00",113.7523,21.84368,21.66591,21.54,21.90101,21.90385,21.8432,21.68064,21.54,21.86401,21.95983,21.58,21.70614,96.49457,87.68645,100.6162,8.491326,7.714029,8.847134,52355.95,48904.65,47063.9,56253.52,52538.38,50514.36,1.762783,1.935457
"2022-11-06 08:00:00",930,14.59972,79.30144,1.317067,5.629,0.436,6.85,"2022-11-06 07:49:30",181.5852,21.79992,21.62218,21.51,21.85666,21.85861,21.79783,21.63575,21.57,21.81866,21.91276,21.48,21.65931,97.32703,86.51414,100.5704,8.571861,7.617518,8.851126,52169.76,49012.97,46823.29,56088.34,52620.21,50386.06,1.938411,1.926138
"2022-11-06 09:00:00",931,14.67065,77.45476,1.292261,6.111,0.346,7.1,"2022-11-06 08:25:30",230.4551,21.7487,21.57166,21.39,21.80734,21.8082,21.75044,21.58726,21.59,21.77043,21.86717,21.55,21.61097,103.2198,87.02811,100.758,9.09973,7.669974,8.875938,52162.96,48930.25,46745.08,56226.48,52520.38,50199.45,1.968496,1.931185
"2022-11-06 10:00:00",932,15.39541,76.92411,1.345316,4.895,0.586,6.225,"2022-11-06 09:09:00",122.4919,21.73023,21.54901,21.47,21.78661,21.78628,21.7286,21.56154,21.44,21.74652,21.84397,21.41,21.58471,108.3002,87.60676,101.2503,9.551809,7.724821,8.923848,52109.45,49443.91,46666.16,56071.91,53237.86,50284.11,1.779135,1.949604
"2022-11-06 11:00:00",933,17.44447,74.78478,1.489572,3.698,0.512,4.5,"2022-11-06 10:01:00",53.40721,21.74653,21.56251,21.61,21.7999,21.79492,21.74197,21.56877,21.41,21.75167,21.84588,21.45,21.58494,112.8232,87.63842,102.165,9.948086,7.726532,9.004424,52061.2,49192.7,46752.6,55856.21,53001.17,50308.54,1.564531,1.983606
"2022-11-06 12:00:00",934,19.66092,72.02456,1.648557,2.153,0.815,3.275,"2022-11-06 11:03:00",13.70965,21.85597,21.65329,21.66,21.88369,21.85916,21.80136,21.60965,21.48,21.79151,21.8772,21.48,21.62001,120.4724,87.51992,103.6978,10.60377,7.709972,9.133307,53565.84,49956.03,46776.66,57378.93,53736.85,50321.24,1.658057,1.987568
"2022-11-06 13:00:00",935,21.00147,69.86407,1.737011,1.627,0.739,4.375,"2022-11-06 12:54:00",7.318778,22.10176,21.78374,21.78,21.99278,21.93281,21.85719,21.63265,21.57,21.81036,21.88535,21.47,21.62486,128.9328,88.27746,106.3131,11.32005,7.773234,9.362778,53474.63,49716.13,46669.14,57176.16,53378.58,50216.55,1.573937,1.978782
"2022-11-06 14:00:00",936,21.60416,65.91979,1.700519,4.058,0.652,5.625,"2022-11-06 13:02:00",71.95345,22.16723,21.96508,21.97,22.19441,22.06988,21.92713,21.70666,21.48,21.85464,21.91052,21.42,21.64372,118.5768,89.80286,110.5811,10.37432,7.896247,9.735084,53478.38,49306.25,46497.7,56930.39,53028.75,50079.66,1.680215,1.92484
"2022-11-06 15:00:00",937,21.87058,62.6472,1.642747,3.781,0.458,4.975,"2022-11-06 14:29:00",56.45518,22.1106,21.91608,21.84,22.16965,22.11278,21.95469,21.69152,21.57,21.86117,21.92989,21.42,21.668,121.7523,89.95229,112.2579,10.66231,7.9117,9.878074,53089.41,49126.54,46366.09,56664.02,52759.49,49953.67,1.857316,1.890472
"2022-11-06 16:00:00",938,21.93747,64.55734,1.698596,3.714,0.488,4.875,"2022-11-06 15:51:00",53.88168,22.07856,21.88736,21.81,22.14292,22.11812,22.01952,21.75519,21.62,21.86543,21.94968,21.65,21.68639,122.0053,89.11909,112.3572,10.69035,7.828794,9.883282,53439.19,49100.21,46226.26,57088.99,52650.07,49558.51,2.03979,1.948466
"2022-11-06 17:00:00",939,21.62334,69.92263,1.805901,4.045,0.348,4.95,"2022-11-06 16:28:00",67.66427,22.0344,21.84575,21.61,22.09206,22.08363,22.02024,21.82943,21.72,21.93633,21.95246,21.63,21.702,115.5694,89.25651,114.9531,10.13452,7.82961,10.10858,52724.56,49127.28,46126.25,56534.41,52568.38,49474.96,2.155765,1.965996
"2022-11-06 18:00:00",940,21.12914,73.76003,1.8479,4.99,0.821,6.675,"2022-11-06 17:46:00",134.4514,21.9574,21.77202,21.65,22.006,22.00441,21.94469,21.77153,21.68,21.94717,21.97137,21.56,21.70886,106.4317,91.23925,113.4624,9.346494,8.012506,9.976171,52220.26,48899.42,45969.09,55971.38,52359.6,49356.17,2.343081,1.850512
"2022-11-06 19:00:00",941,20.53409,76.99885,1.859845,5.094,0.417,5.975,"2022-11-06 18:03:30",134.8167,21.89351,21.71001,21.6,21.94024,21.94132,21.88188,21.71524,21.62,21.90252,21.99242,21.54,21.72471,102.8334,92.29333,110.4078,9.041412,8.113865,9.704632,51838.83,48560.23,45811.2,55605.54,52079.17,49208.25,2.144868,1.808861
"2022-11-06 20:00:00",942,20.22326,79.86132,1.892227,5.161,0.415,6.35,"2022-11-06 19:18:00",140.1116,21.86437,21.68172,21.58,21.9119,21.91369,21.85445,21.68913,21.62,21.87725,21.97349,21.68,21.72356,101.8607,90.2508,106.1269,8.960787,7.938314,9.328538,51802.65,48426.36,45742.77,55620.89,51936.19,49003.07,2.063405,1.819103
"2022-11-06 21:00:00",943,19.57366,83.58162,1.90238,4.074,0.501,5.525,"2022-11-06 20:01:30",70.7318,21.8446,21.66208,21.45,21.89116,21.89216,21.83175,21.66621,21.44,21.85381,21.9491,21.62,21.69949,100.1939,88.55307,104.7155,8.817508,7.792441,9.208768,51757.41,48301.54,45633.73,55697.13,51990.91,48942.04,2.095354,1.811101
"2022-11-06 22:00:00",944,19.07254,84.52459,1.864794,3.122,0.416,4,"2022-11-06 21:08:00",32.05452,21.81535,21.63388,21.42,21.86241,21.86146,21.80117,21.6383,21.55,21.82214,21.91633,21.58,21.66648,98.95686,86.45412,103.8676,8.713406,7.611851,9.140036,51773.26,48206.77,45469.8,55778.16,51785.18,48802.18,2.089555,1.771261
"2022-11-06 23:00:00",945,18.46513,86.56042,1.83847,2.817,0.255,3.3,"2022-11-06 22:24:30",22.8888,21.78609,21.60673,21.36,21.83573,21.83664,21.77641,21.61612,21.58,21.7991,21.89515,21.48,21.64518,97.77357,85.41933,102.8563,8.61374,7.523979,9.054781,51571.22,48096.96,45423.19,55618.75,51639.64,48861.68,2.084688,1.720658
"2022-11-07 00:00:00",946,17.83101,88.32254,1.802791,3.174,0.341,3.925,"2022-11-06 23:49:30",33.1053,21.76042,21.58321,21.47,21.8123,21.81281,21.7524,21.59252,21.44,21.77611,21.873,21.51,21.62271,97.65938,84.43569,102.4796,8.607604,7.440739,9.025539,51475.49,48029.3,45382.58,55402.37,51696.16,48789.91,2.028815,1.723145
"2022-11-07 01:00:00",947,17.07794,88.76531,1.727538,3.47,0.325,4.125,"2022-11-07 00:35:30",42.88367,21.75005,21.56911,21.46,21.79904,21.80025,21.73963,21.57934,21.41,21.76234,21.85865,21.35,21.60711,97.33835,84.43811,102.1655,8.581655,7.442855,9.000601,51539.56,47918.75,45208.9,55452.75,51615.78,48786.2,1.998534,1.753424
"2022-11-07 02:00:00",948,17.02299,88.15369,1.709617,3.146,0.277,3.675,"2022-11-07 01:53:00",31.87206,21.71198,21.5342,21.45,21.76261,21.76214,21.70192,21.54334,21.31,21.7259,21.8243,21.42,21.57133,96.52961,83.44454,101.4515,8.516116,7.360411,8.943899,51484.53,47820.95,45110.39,55422.3,51634.99,48587.01,1.986209,1.781379
"2022-11-07 03:00:00",949,16.61929,85.2797,1.612267,4.463,0.539,5.45,"2022-11-07 02:43:00",92.73138,21.69527,21.51383,21.28,21.74426,21.7461,21.68698,21.52815,21.37,21.71019,21.80647,21.28,21.5533,96.40269,83.7681,101.1141,8.508286,7.391138,8.917273,51394.08,47841.27,45166.04,55510.11,51597.6,48784.13,1.896061,1.750497
"2022-11-07 04:00:00",950,15.86347,86.41411,1.556639,3.892,0.33,4.875,"2022-11-07 03:01:30",60.23354,21.65981,21.48015,21.29,21.71076,21.71041,21.64967,21.48959,21.35,21.67035,21.76667,21.26,21.5106,95.96334,83.92293,100.8059,8.475039,7.410324,8.897448,51391.83,47617.17,44926.17,55513.01,51363.46,48571.13,1.917323,1.716448
"2022-11-07 05:00:00",951,16.1417,82.4043,1.510299,2.925,0.466,3.875,"2022-11-07 04:03:00",26.91325,21.61639,21.43695,21.36,21.66628,21.66616,21.60633,21.44694,21.34,21.62851,21.72276,21.33,21.46664,94.89681,82.58276,99.85076,8.387882,7.298031,8.820672,51301.36,47605.13,44853.98,55338.22,51371.65,48411.02,1.91396,1.759064
"2022-11-07 06:00:00",952,16.65909,72.3658,1.371418,3.599,0.401,4.75,"2022-11-07 05:54:30",48.3754,21.57683,21.39995,21.33,21.62975,21.63136,21.57097,21.41265,21.28,21.59365,21.69097,21.24,21.43659,93.73777,80.96661,98.71311,8.291402,7.159987,8.725271,51067.67,47398.32,44678.79,55115.93,51196.3,48319.81,1.927838,1.740448
"2022-11-07 07:00:00",953,16.06353,70.25758,1.281859,3.957,0.475,4.8,"2022-11-07 06:12:00",64.53624,21.54907,21.37271,21.3,21.60084,21.60082,21.54025,21.38044,21.29,21.55964,21.65551,21.17,21.399,93.82767,81.27458,98.40299,8.303745,7.191719,8.704212,51008.87,47396.06,44680.28,55090.84,51185.02,48373.63,1.943498,1.787961
"2022-11-07 08:00:00",954,16.2224,71.21049,1.311797,2.484,0.32,3.4,"2022-11-07 07:01:00",16.11633,21.485,21.3101,21.23,21.53969,21.54213,21.48347,21.32539,21.15,21.50666,21.60329,21.07,21.34592,92.13311,78.58258,96.70581,8.163718,6.960962,8.562922,51287.02,47520.89,44605.09,55462.14,51490.95,48406,2.211222,1.856772
"2022-11-07 09:00:00",955,15.21403,70.82328,1.223601,3.036,0.32,3.6,"2022-11-07 08:43:30",28.90319,21.46463,21.2893,21.22,21.52138,21.52067,21.46297,21.29835,21.12,21.48355,21.57933,21.1,21.31728,99.26665,77.54325,95.3925,8.799409,6.872524,8.451344,51072.94,47537.44,44565.23,55262.56,51546.42,48340.19,2.091196,1.907238
"2022-11-07 10:00:00",956,15.84056,66.59663,1.197437,3.197,0.372,3.9,"2022-11-07 09:05:30",34.00491,21.45993,21.27987,21.18,21.51533,21.51439,21.46005,21.28987,21.29,21.4782,21.57444,21.04,21.30874,105.0908,78.62624,95.53439,9.317333,6.969653,8.465332,51186.01,47568.28,44526.9,55417.89,51381.55,48356.16,2.198462,1.964536
"2022-11-07 11:00:00",957,17.41396,57.39145,1.136529,2.696,0.552,3.525,"2022-11-07 10:30:00",21.90244,21.49111,21.30888,21.28,21.54598,21.54156,21.48992,21.30947,21.24,21.49504,21.58859,21.16,21.32388,109.2605,76.68255,95.62014,9.681542,6.794766,8.470422,51341.28,47305.82,44672.77,55475.07,51142.23,48393.03,1.98133,2.004651
"2022-11-07 12:00:00",958,19.1009,50.86926,1.12483,0.618,0.633,1.85,"2022-11-07 11:05:00",1.109226,21.61053,21.40655,21.4,21.63651,21.60866,21.55303,21.34642,21.29,21.51188,21.59439,21.21,21.33122,116.0396,75.44776,95.82554,10.26251,6.680547,8.487406,51238.03,47313.3,44531.42,55211.98,51106.02,48180.2,2.029455,1.967311
"2022-11-07 13:00:00",959,20.15311,54.94358,1.295405,0.806,0.868,2.15,"2022-11-07 12:46:00",2.560855,21.86068,21.46542,21.35,21.69331,21.65851,21.59184,21.36114,21.23,21.51932,21.58949,21.23,21.32643,129.1204,73.32964,96.57988,11.40662,6.491132,8.555023,51099.33,47406.6,44420.88,55134.83,51263.7,48059.46,2.597361,2.161033
"2022-11-07 14:00:00",960,20.16732,63.41614,1.49759,2.237,0.252,2.85,"2022-11-07 13:24:30",11.62603,21.94807,21.61914,21.62,21.73737,21.69715,21.61023,21.3925,21.35,21.52211,21.55109,21.13,21.28801,134.0441,72.93137,98.5589,11.80648,6.45194,8.736854,51307.39,47162.93,44441.18,55012.75,50881.33,48168.07,2.657738,2.120228
"2022-11-07 15:00:00",961,20.59181,63.89157,1.548976,2.526,0.415,3.7,"2022-11-07 14:54:30",17.46392,22.00132,21.77034,21.71,21.92926,21.73959,21.65034,21.42736,21.25,21.60907,21.58243,21.23,21.31477,130.9274,74.31853,100.4252,11.49813,6.57022,8.897646,51308.88,47195.26,44324.63,54939.11,51030.62,47941.96,2.65593,2.07023
"2022-11-07 16:00:00",962,20.71809,71.37244,1.743828,3.426,0.268,4.075,"2022-11-07 15:34:30",40.93919,21.94054,21.73692,21.68,21.96771,21.87497,21.72101,21.51087,21.43,21.65531,21.5949,21.17,21.32891,119.9131,75.69048,102.9016,10.53755,6.680669,9.114545,51083.51,47096.74,44130.61,54719.06,50712.65,47796.05,3.166206,2.160283
"2022-11-07 17:00:00",963,20.79868,74.05701,1.818347,3.638,0.324,4.3,"2022-11-07 16:30:00",49.28551,21.87607,21.69044,21.7,21.93496,21.92004,21.84469,21.62539,21.49,21.63466,21.59175,21.19,21.33011,114.8312,75.69364,103.9036,10.10013,6.66613,9.203087,50941.79,46909.49,43885.49,54551.17,50427.24,47519.01,3.223927,1.977431
"2022-11-07 18:00:00",964,20.72336,77.22045,1.887164,3.416,0.4,4.225,"2022-11-07 17:33:30",41.49026,21.90708,21.72327,21.54,21.95592,21.94963,21.87831,21.67452,21.63,21.68231,21.57902,21.25,21.31736,104.2583,74.80576,102.1464,9.164281,6.581659,9.049692,50879.2,46887.67,43726.09,54667.7,50282.38,47280.81,2.873061,1.844872
"2022-11-07 19:00:00",965,20.50191,79.32021,1.912227,2.476,0.249,3.325,"2022-11-07 18:01:00",15.6538,21.84245,21.66415,21.43,21.89261,21.89207,21.82858,21.64843,21.62,21.75136,21.55911,21.03,21.30277,94.99654,71.33809,100.1119,8.359756,6.279712,8.871961,50631.96,46539.48,43566.67,54507.16,49914.25,47323.87,2.9591,1.939355
"2022-11-07 20:00:00",966,20.4827,80.54408,1.93945,1.942,0.244,2.475,"2022-11-07 19:20:00",7.674098,21.79175,21.61382,21.42,21.83964,21.83996,21.77927,21.61363,21.48,21.76745,21.55767,21.15,21.29946,92.04465,69.70473,97.57008,8.107903,6.140089,8.647273,50484.23,46485.32,43444.87,54379.34,50010.43,47086.73,2.853425,1.887205
"2022-11-07 21:00:00",967,20.0985,84.22337,1.980132,1.648,0.363,2.75,"2022-11-07 20:47:00",5.175672,21.75305,21.58247,21.35,21.80832,21.80776,21.74769,21.58918,21.39,21.76548,21.59165,21.29,21.31069,89.53439,67.12213,93.14011,7.891588,5.915394,8.252855,50390,46410.1,43344.86,54358.57,50016.31,46830.12,2.96579,1.942594
"2022-11-07 22:00:00",968,19.57933,85.3472,1.943231,1.188,0.268,1.675,"2022-11-07 21:02:00",1.922229,21.72353,21.55019,21.32,21.77631,21.77711,21.7163,21.55919,21.5,21.73825,21.61612,21.16,21.3192,88.97455,64.64584,90.62469,7.847151,5.700475,8.028641,50278.42,46319.88,43266.65,54269.38,49807.29,46868.04,3.389366,2.091229
"2022-11-07 23:00:00",969,19.51544,86.75965,1.967552,1.193,0.448,2.125,"2022-11-07 23:00:00",2.346999,21.68249,21.5056,21.41,21.73421,21.73553,21.67478,21.51834,21.42,21.70032,21.60075,21.19,21.32279,88.61658,64.26283,88.65868,7.82235,5.671194,7.853915,50152.54,46162.69,43176.43,54023.14,49732.49,46734.93,3.723129,2.266703
"2022-11-08 00:00:00",970,17.8528,90.50832,1.850512,2.793,0.491,3.6,"2022-11-07 23:45:30",23.72072,21.65823,21.48222,21.17,21.71071,21.71129,21.64939,21.48917,21.41,21.67355,21.63218,21.2,21.32208,90.27261,66.58105,91.07613,7.972167,5.879113,8.068181,50015.35,45782.91,43132.07,54149.03,49331.51,46669.45,3.577472,2.143075
"2022-11-08 01:00:00",971,16.97731,90.75365,1.754997,3.466,0.339,4.225,"2022-11-08 00:50:30",42.85987,21.6213,21.44103,21.26,21.67362,21.67435,21.61341,21.45095,21.3,21.63556,21.65931,21.14,21.31936,93.71799,68.8571,93.58358,8.283038,6.084593,8.290745,50030.41,45652.8,43069.66,54066.78,49307.37,46680.24,3.62977,2.098127
"2022-11-08 02:00:00",972,16.35686,90.75839,1.687213,4.015,0.213,4.425,"2022-11-08 01:03:00",65.27336,21.59098,21.40928,21.22,21.64201,21.64329,21.58262,21.4193,21.31,21.60333,21.65654,21.19,21.31834,94.3393,69.64635,93.37382,8.343093,6.158118,8.272326,49991.22,45666.35,43094.45,54078.11,49296.94,46644.95,3.677686,2.107003
"2022-11-08 03:00:00",973,15.92172,90.9865,1.645188,4.062,0.225,4.5,"2022-11-08 02:05:30",67.62959,21.53194,21.35262,21.3,21.58438,21.58588,21.5257,21.36373,21.11,21.54831,21.63419,21.12,21.32179,93.74068,69.15326,92.84063,8.299282,6.121118,8.22453,49883.42,45409.89,43016.27,53883.23,49238.35,46630.76,3.710834,2.127262
