"TOA5","MarMenorIP","CR1000X","25703","CR1000X.Std.06.00","CPU:MarMenor6.CR1X","63214","Output60min"
"TIMESTAMP","RECORD","Air_Temp_HS_Avg","RelHumidity_Avg","Vapor_Pressure_Avg","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS3_Avg","ThermTemp1_Avg","WTemp_C1_Avg","SDI_Temp_1m","ThermTemp2_Avg","ThermTemp3_Avg","ThermTemp4_Avg","WTemp_C2_Avg","SDI_Temp_3m","ThermTemp5_Avg","ThermTemp6_Avg","SDI_Temp_6m","WTemp_C3_Avg","O2_sat1_Avg","O2_sat2_Avg","O2_sat3_Avg","O2_conc1_Avg","O2_conc2_Avg","O2_conc3_Avg","SDI_Cond_1m","SDI_Cond_3m","SDI_Cond_6m","SDI_TempCorrCond_1m","SDI_TempCorrCond_3m","SDI_TempCorrCond_6m","Mean_Chl_ugl","Mean_Turb_NTU"
"TS","RN","Deg C","Percent","kPa","meters/second","meters/second","meters/second","meters/second","(meters/second)3","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Percent","Percent","Percent","mg/l","mg/l","mg/l","uS/cm","uS/cm","uS/cm","uS/cm 25C","uS/cm 25C","uS/cm 25C","ug/l","NTU"
"","","Avg","Avg","Avg","Avg","Std","Max","TMx","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-10-22 09:00:00",571,21.09204,90.82203,2.270571,2.068,0.813,3.55,"2022-10-22 08:55:00",13.03287,23.57326,23.3993,23.38,23.6387,23.63611,23.5737,23.40148,23.26,23.59148,23.68783,23.44,23.42957,106.1101,105.7556,107.5227,9.033324,9.002778,9.148363,61169.61,61084.86,60548.26,63221.23,63289.86,62515.8,1.57647,1.453554
"2022-10-22 10:00:00",572,20.9995,89.94466,2.235896,2.812,0.343,3.45,"2022-10-22 09:27:00",23.22636,23.56867,23.38884,23.31,23.63421,23.63147,23.57067,23.39426,23.31,23.58707,23.68456,23.2,23.42252,106.5972,106.0639,108.1202,9.076588,9.030256,9.200418,61184.7,61081.85,60622.69,63326.46,63221.84,62881.45,1.522406,1.437919
"2022-10-22 11:00:00",573,21.50218,89.22785,2.287542,2.189,0.343,3.025,"2022-10-22 10:10:00",11.24768,23.58898,23.40999,23.36,23.65657,23.64936,23.58768,23.40766,23.33,23.60209,23.69626,23.24,23.43394,106.9079,106.2262,108.9114,9.099405,9.041781,9.265753,61237.47,61105.94,60635.5,63323.71,63216.38,62854.5,1.603454,1.451687
"2022-10-22 12:00:00",574,22.06035,88.09986,2.336978,1.023,0.582,1.875,"2022-10-22 11:10:30",1.971091,23.67293,23.45782,23.32,23.69945,23.68197,23.61463,23.42207,23.41,23.62196,23.71617,23.19,23.44983,107.932,107.8836,111.004,9.178299,9.180361,9.440951,61310.57,61123.24,60652.04,63453.76,63117,62925.36,1.692,1.473356
"2022-10-22 13:00:00",575,22.52984,86.64286,2.36481,1.108,0.326,1.75,"2022-10-22 12:33:30",1.712443,23.8655,23.54519,23.46,23.7582,23.71798,23.64522,23.44251,23.33,23.6422,23.73369,23.46,23.46534,108.087,108.8205,112.5175,9.176376,9.256525,9.566884,61432.69,61166.87,60617.45,63370.61,63276.6,62538.94,1.742571,1.489702
"2022-10-22 14:00:00",576,22.87523,84.13113,2.344963,2.302,0.601,4.475,"2022-10-22 14:00:00",14.7897,23.982,23.65282,23.73,23.8166,23.7577,23.6766,23.46944,23.42,23.66102,23.75222,23.49,23.48379,108.7214,109.5863,114.7404,9.211565,9.316937,9.752493,61719.16,61168.36,60635.49,63325.45,63173.6,62537.99,1.820454,1.516004
"2022-10-22 15:00:00",577,22.75809,87.33554,2.41708,3.47,0.429,4.5,"2022-10-22 14:22:00",43.68775,23.92142,23.72072,23.54,23.92546,23.8082,23.69039,23.48165,23.37,23.66927,23.76329,23.3,23.49749,109.4676,111.0202,116.3122,9.26298,9.436687,9.883546,61664.13,61196.95,60682.11,63527.39,63259.88,62803.48,2.202847,1.506093
"2022-10-22 16:00:00",578,23.06808,87.01067,2.453641,3.479,0.31,4.275,"2022-10-22 15:46:00",43.13915,23.87946,23.69255,23.58,23.93792,23.8944,23.74365,23.50646,23.41,23.68006,23.7753,23.38,23.51494,110.562,110.9093,118.0859,9.360536,9.422854,10.03097,61624.18,61202.19,60685.12,63441.41,63228.65,62723.86,2.58731,1.534524
"2022-10-22 17:00:00",579,23.72544,82.80668,2.4295,4.494,0.492,5.625,"2022-10-22 17:00:00",93.96391,23.83963,23.65261,23.63,23.90354,23.89034,23.79239,23.57012,23.36,23.7082,23.78563,23.33,23.52531,111.854,112.1994,119.0758,9.477026,9.521042,10.11308,61538.98,61314.25,60821.98,63242.56,63378.41,62931.99,2.354699,1.528987
"2022-10-22 18:00:00",580,23.10976,87.57798,2.47583,5.075,0.508,6.425,"2022-10-22 17:50:00",134.7157,23.81248,23.62732,23.47,23.87248,23.87017,23.80723,23.62557,23.6,23.80283,23.85199,23.36,23.54007,113.1492,112.5321,120.2182,9.59132,9.539323,10.20728,61463.6,61323.26,60816.7,63420.05,63110.77,62894.05,2.47477,1.481327
"2022-10-22 19:00:00",581,22.85071,87.44765,2.433769,3.419,0.785,5.225,"2022-10-22 18:02:30",46.68658,23.78034,23.59688,23.34,23.83927,23.84088,23.78078,23.60697,23.57,23.79704,23.88513,23.41,23.61106,113.5265,112.8314,116.8656,9.628812,9.568036,9.909393,61452.27,61278.16,60779.86,63550,63085.34,62772.61,2.426948,1.53181
"2022-10-22 20:00:00",582,22.96034,84.09323,2.355832,2.273,0.845,3.3,"2022-10-22 19:00:30",16.0358,23.7543,23.57296,23.43,23.8144,23.81429,23.754,23.58244,23.51,23.77397,23.87012,23.43,23.61229,113.4631,112.7284,115.6463,9.627764,9.563715,9.805763,61382.94,61260.86,60769.34,63373.23,63143.85,62727.89,2.503815,1.694221
"2022-10-22 21:00:00",583,22.72574,85.25318,2.354048,1.324,0.679,2.35,"2022-10-22 20:31:00",3.94729,23.75169,23.5792,23.48,23.81519,23.81494,23.75362,23.58228,23.38,23.76707,23.85932,23.36,23.60588,112.8853,112.2643,114.6204,9.577613,9.524367,9.719947,61479.44,61249.59,60754.29,63417.2,63307.89,62823.15,2.307739,1.630112
"2022-10-22 22:00:00",584,22.39737,91.75831,2.484368,1.787,0.438,2.8,"2022-10-22 21:18:00",6.739126,23.7484,23.57441,23.44,23.81109,23.81119,23.75169,23.58064,23.39,23.75896,23.84388,23.37,23.59135,112.5794,111.9137,113.9726,9.552518,9.494919,9.667645,61432.69,61218.74,60715.18,63395.9,63252.79,62746.36,2.285637,1.668178
"2022-10-22 23:00:00",585,22.44952,92.85953,2.52222,2.485,0.405,3.4,"2022-10-22 22:17:00",16.54694,23.72735,23.55005,23.46,23.78949,23.79021,23.7303,23.5599,23.36,23.74645,23.83289,23.33,23.5772,112.3737,111.6548,113.2634,9.539431,9.476649,9.610052,61425.91,61202.19,60846.79,63384.09,63270.84,62949.59,2.309843,1.653792
"2022-10-23 00:00:00",586,21.72435,90.85184,2.361648,2.552,0.588,3.925,"2022-10-22 23:21:00",19.38604,23.69703,23.52435,23.34,23.76423,23.76532,23.70502,23.536,23.25,23.72766,23.82329,23.52,23.56863,111.8153,111.176,112.5953,9.496622,9.440253,9.554907,61371.62,61182.64,60830.99,63486.78,63386.34,62695.26,2.268317,1.690016
"2022-10-23 01:00:00",587,21.15871,92.83832,2.330419,3.262,0.917,5,"2022-10-23 00:28:00",42.86025,23.67615,23.50174,23.43,23.7433,23.74433,23.68359,23.51362,23.39,23.7027,23.80006,23.26,23.54408,110.9387,110.2332,112.582,9.426185,9.364142,9.558185,61388.22,61224.77,60743.02,63388.44,63261.02,62945.41,2.210058,1.630236
"2022-10-23 02:00:00",588,21.38243,91.56716,2.330077,1.473,0.513,2.4,"2022-10-23 01:51:00",4.300311,23.66761,23.4956,23.37,23.73039,23.73002,23.66796,23.50055,23.36,23.68657,23.7827,23.16,23.52807,110.1162,109.4552,111.8415,9.357372,9.300335,9.498179,61786.25,61191.65,60644.52,63889.32,63269.54,62963.74,2.2775,1.626711
"2022-10-23 03:00:00",589,21.53887,94.81283,2.436685,2.83,0.835,4.075,"2022-10-23 02:37:00",28.27814,23.65047,23.4789,23.48,23.71417,23.71399,23.65342,23.48618,23.38,23.67175,23.76779,23.33,23.51368,109.755,109.0582,111.2161,9.329613,9.269114,9.44763,61813.37,61218.75,60776.1,63768.66,63279.15,62888.14,2.084971,1.617056
"2022-10-23 04:00:00",590,21.67205,93.54276,2.423487,3.957,0.531,4.95,"2022-10-23 03:46:00",65.34782,23.63968,23.45783,23.39,23.69859,23.69913,23.63792,23.46729,23.35,23.65636,23.75259,23.17,23.4945,109.7818,109.0298,110.6482,9.335597,9.269998,9.402781,61906.09,61224.77,60805.41,63973.91,63293.36,63123.63,1.970361,1.559715
"2022-10-23 05:00:00",591,21.09136,93.06708,2.326829,3.486,0.408,4.45,"2022-10-23 04:02:00",44.15201,23.61927,23.4384,23.27,23.67985,23.68068,23.61971,23.44967,23.42,23.64122,23.73896,23.21,23.48085,109.4355,108.735,110.4527,9.309559,9.248,9.388577,62067.41,61123.97,60746.04,64283.72,63101.18,63010.82,1.913936,1.550725
"2022-10-23 06:00:00",592,20.30956,91.92715,2.190509,3.263,0.224,3.725,"2022-10-23 05:06:30",35.23226,23.60271,23.42346,23.23,23.66714,23.66935,23.60846,23.43846,23.34,23.62643,23.72151,23.37,23.46368,108.7814,108.0768,109.922,9.25652,9.193963,9.34649,61764.38,61099.92,60694.89,64041.85,63188.84,62745.42,1.854645,1.545934
"2022-10-23 07:00:00",593,19.36828,91.9976,2.067738,4.176,0.864,5.7,"2022-10-23 06:26:00",82.05072,23.57612,23.3971,23.27,23.63875,23.64004,23.57902,23.40916,23.23,23.59893,23.69736,23.17,23.43942,108.3454,107.6703,109.6281,9.224005,9.164439,9.325762,61451.54,61168.34,60476.08,63659.19,63437.05,62785.73,1.747287,1.46513
"2022-10-23 08:00:00",594,18.75477,92.8569,2.008327,3.963,0.359,4.975,"2022-10-23 07:44:00",63.79243,23.55301,23.37405,23.3,23.61757,23.62002,23.55928,23.39069,23.21,23.57962,23.67609,23.26,23.41458,107.8525,107.129,108.9292,9.186035,9.121543,9.270652,61891.02,61042.01,60797.15,64062.62,63298.42,62990.47,1.820724,1.445391
"2022-10-23 09:00:00",595,18.25554,97.10281,2.035559,4.223,0.627,5.525,"2022-10-23 08:42:30",80.22595,23.53767,23.35853,23.27,23.60244,23.6037,23.54268,23.37108,23.32,23.56048,23.65852,23.23,23.39679,107.4503,106.7489,108.659,9.154454,9.092544,9.25076,61160.56,60996.88,60522.71,63366.19,63138.07,62725.4,1.664178,1.461033
"2022-10-23 10:00:00",596,19.04646,96.41183,2.124074,3.34,1.017,4.975,"2022-10-23 09:02:30",47.4059,23.54744,23.36328,23.22,23.61291,23.60872,23.55113,23.37085,23.33,23.56404,23.66314,23.36,23.39452,107.7175,106.8744,109.033,9.176398,9.103272,9.28299,61297.74,61009.66,60462.54,63555.89,63128.59,62522.55,1.606586,1.473351
"2022-10-23 11:00:00",597,20.35454,95.06792,2.27085,1.682,0.348,2.4,"2022-10-23 10:16:00",5.336756,23.63744,23.43423,23.32,23.67489,23.65097,23.59121,23.3995,23.28,23.59603,23.68798,23.14,23.41712,108.3991,107.3678,110.3209,9.222114,9.140357,9.388634,61388.97,61064.57,60500.9,63524.59,63223.66,62829.39,1.580945,1.512945
"2022-10-23 12:00:00",598,22.03367,87.89758,2.327114,0.364,0.409,1.3,"2022-10-23 11:59:30",0.2762291,23.89886,23.56014,23.63,23.79213,23.73453,23.66365,23.44281,23.42,23.63243,23.71812,23.29,23.44689,109.3163,108.0544,112.7108,9.278122,9.191301,9.586639,61550.3,61105.2,60533.22,63291.46,63107.67,62691.2,1.578076,1.549664
"2022-10-23 13:00:00",599,22.76043,86.2201,2.384975,1.856,0.564,2.8,"2022-10-23 12:25:00",8.060068,24.20887,23.6722,23.61,23.90536,23.81392,23.73084,23.48654,23.55,23.67857,23.74731,23.36,23.47418,110.3116,109.1822,115.2814,9.3429,9.279593,9.800237,61579.69,61140.53,60596.39,63337.23,62970.22,62659.95,1.681299,1.58806
"2022-10-23 14:00:00",600,24.62599,75.90765,2.349504,3.49,2.104,6.9,"2022-10-23 13:40:00",90.30406,24.43154,23.84791,24.03,24.04308,23.90005,23.79334,23.54543,23.51,23.6987,23.77533,23.36,23.50531,111.169,110.4125,119.0966,9.384604,9.373749,10.11864,62022.93,61185.67,60583.62,63261.32,63060.08,62657.37,1.640657,1.59761
"2022-10-23 15:00:00",601,24.36206,78.3407,2.388016,5.64,0.495,6.9,"2022-10-23 14:06:30",183.5179,24.16101,23.96372,23.94,24.22301,24.15163,23.98002,23.64499,23.72,23.71413,23.80239,23.32,23.53637,111.7049,111.054,121.5737,9.409373,9.410609,10.32307,61859.35,61570.71,60667.82,63221.68,63194.89,62799.83,1.77038,1.614286
"2022-10-23 16:00:00",602,24.93962,71.6749,2.260679,5.275,0.819,7.275,"2022-10-23 15:54:00",157.696,24.08682,23.89516,23.87,24.15897,24.1353,24.05043,23.82321,23.83,23.81956,23.83232,23.48,23.5693,111.2354,111.1081,124.8893,9.381841,9.383786,10.59803,61771.91,61545.13,60702.4,63184.62,63028.82,62591.58,2.089327,1.650331
"2022-10-23 17:00:00",603,24.61958,67.9811,2.104529,5.83,0.55,7.2,"2022-10-23 16:03:30",203.4573,24.0431,23.85534,23.74,24.1122,24.10419,24.03859,23.84811,23.78,23.99293,23.86561,23.44,23.59503,112.0506,111.4036,127.2229,9.457648,9.404312,10.79085,61771.17,61509.04,60692.64,63372.36,63042.79,62656.73,2.277783,1.666703
"2022-10-23 18:00:00",604,24.11869,69.28594,2.07959,5.623,0.526,6.8,"2022-10-23 17:18:30",182.4698,23.99927,23.8144,23.68,24.06442,24.0632,24.00173,23.82039,23.65,23.99763,24.01124,23.43,23.60895,112.7737,112.1176,126.5511,9.525983,9.469504,10.73107,61712.36,61461.64,60689.62,63383.39,63169.05,62666.68,2.429123,1.672203
"2022-10-23 19:00:00",605,23.44334,77.59179,2.238176,6.267,0.472,7.375,"2022-10-23 18:50:30",250.3003,23.94341,23.75912,23.56,24.00475,24.00529,23.94538,23.77189,23.6,23.9631,24.04063,23.58,23.70474,113.447,112.6469,120.6796,9.592804,9.522861,10.21488,61584.21,61409.75,60727.97,63392.4,63192.45,62528.44,2.282413,1.65963
"2022-10-23 20:00:00",606,23.2237,80.41,2.288078,5.389,0.491,6.975,"2022-10-23 19:10:00",160.3966,23.89829,23.7139,23.54,23.9583,23.95866,23.89892,23.72701,23.55,23.91845,24.0096,23.61,23.73666,113.915,113.0876,117.0336,9.640549,9.568167,9.900245,61635.46,61359.37,60869.35,63484.47,63194.36,62635.29,2.138331,1.643231
"2022-10-23 21:00:00",607,23.21619,81.00253,2.30252,3.198,0.419,4.075,"2022-10-23 20:29:30",34.41489,23.86149,23.6814,23.64,23.92463,23.92538,23.86494,23.69439,23.55,23.88418,23.97853,23.52,23.71781,113.852,112.9652,115.8445,9.641089,9.563662,9.803117,61602.32,61324.78,60782.87,63317.91,63151.45,62622.72,2.158875,1.640983
"2022-10-23 22:00:00",608,22.80792,84.92915,2.35731,1.712,0.45,2.65,"2022-10-23 21:48:00",6.095227,23.84817,23.67027,23.52,23.90798,23.90736,23.8466,23.67964,23.39,23.86658,23.96202,23.62,23.70872,112.8147,112.081,114.7359,9.55525,9.491439,9.710958,61554.82,61305.21,60765.58,63437.82,63353.43,62508.77,2.192578,1.695078
"2022-10-23 23:00:00",609,22.85029,84.0886,2.340206,1.075,0.566,1.975,"2022-10-23 22:09:00",2.242285,23.83395,23.65857,23.52,23.89334,23.89362,23.83229,23.66781,23.43,23.85257,23.94872,23.62,23.69517,111.7179,111.2528,114.3634,9.464432,9.423399,9.681898,61499.02,61282.68,60728.74,63369.26,63275.98,62462,2.158962,1.627369
"2022-10-24 00:00:00",610,23.02718,82.98139,2.333836,2.097,0.658,4.55,"2022-10-23 23:35:00",12.32973,23.81683,23.64091,23.51,23.87826,23.87969,23.81915,23.65178,23.5,23.83889,23.93481,23.55,23.68044,111.8665,111.3812,114.1281,9.480171,9.437115,9.664646,61556.33,61267.62,60702.41,63448.38,63155.62,62523.23,1.952397,1.570538
"2022-10-24 01:00:00",611,22.63805,84.68561,2.326323,1.986,0.871,3.175,"2022-10-24 00:47:30",11.80458,23.79811,23.62611,23.42,23.86552,23.86647,23.80621,23.63807,23.42,23.82757,23.92373,23.61,23.6702,111.5908,111.0205,113.264,9.459433,9.408969,9.593319,61686.73,61281.15,60740.75,63696.96,63275.91,62487.04,1.959225,1.593958
"2022-10-24 02:00:00",612,22.03735,84.32349,2.233672,1.97,0.311,2.75,"2022-10-24 01:01:30",8.2159,23.79315,23.61842,23.56,23.85633,23.85577,23.79482,23.62803,23.49,23.81506,23.91172,23.48,23.65704,110.9929,110.233,112.6844,9.410107,9.343991,9.546591,61777.2,61259.35,60806.92,63635.66,63164.08,62703.69,1.951701,1.677722
"2022-10-24 03:00:00",613,21.56639,89.13606,2.294253,1.367,0.303,1.975,"2022-10-24 02:59:30",2.931437,23.78239,23.60987,23.47,23.84687,23.84719,23.78667,23.62187,23.45,23.80661,23.90267,23.57,23.65119,109.572,108.9759,111.4172,9.291136,9.238507,9.440262,61862.37,61287.19,60738.52,63794.57,63251.03,62527.04,1.910338,1.539811
"2022-10-24 04:00:00",614,21.09033,88.84846,2.220993,2.309,0.418,3.375,"2022-10-24 03:25:30",13.51036,23.76578,23.59772,23.33,23.83237,23.83229,23.77064,23.60849,23.47,23.79109,23.88781,23.49,23.63615,108.6802,107.7521,110.6355,9.217627,9.137052,9.376683,62302.61,61233.02,60852.78,64439.74,63160.43,62742.55,1.898369,1.60984
"2022-10-24 05:00:00",615,21.13157,87.29445,2.187454,1.52,0.786,2.825,"2022-10-24 04:43:30",6.206236,23.76025,23.58778,23.43,23.82422,23.82406,23.76253,23.59644,23.41,23.78053,23.87678,23.35,23.62359,108.4971,107.8397,109.9444,9.203815,9.146549,9.320308,62305.61,61274.39,60797.17,64311.3,63284.47,62865.62,1.822372,1.530227
"2022-10-24 06:00:00",616,20.21673,89.37085,2.117684,1.818,0.394,2.525,"2022-10-24 05:01:30",6.858191,23.73745,23.5696,23.51,23.80484,23.80469,23.74425,23.58144,23.3,23.76525,23.86174,23.35,23.61159,107.5468,106.8609,108.9811,9.126317,9.066093,9.240733,62025.97,61360.11,60605.43,63909.22,63509.39,62686.55,1.735249,1.573753
"2022-10-24 07:00:00",617,19.66474,85.48883,1.957189,1.625,0.634,2.925,"2022-10-24 06:44:30",6.260369,23.72536,23.55474,23.42,23.79421,23.79368,23.73294,23.56754,23.44,23.75281,23.84855,23.5,23.59558,106.9591,106.6861,108.5715,9.078981,9.053632,9.208773,61814.88,61184.15,60681.36,63836.1,63152.76,62589.26,1.691728,1.477381
"2022-10-24 08:00:00",618,19.6803,82.20718,1.883518,1.886,0.246,2.875,"2022-10-24 08:00:00",7.065917,23.70282,23.53042,23.44,23.77149,23.77096,23.71024,23.54438,23.27,23.73144,23.8294,23.6,23.57438,106.589,106.2732,108.2016,9.051707,9.022519,9.181058,61425.16,61140.54,60518.18,63416.56,63338.39,62278.87,1.705188,1.483883
"2022-10-24 09:00:00",619,18.9784,81.21574,1.781416,3.385,0.346,4.15,"2022-10-24 08:22:00",39.96811,23.68741,23.5087,23.39,23.75878,23.75757,23.69809,23.52428,23.36,23.71618,23.8148,23.38,23.55249,106.8941,106.3628,108.4176,9.081331,9.033545,9.203174,61440.99,61136.03,60485.09,63482.44,63201.54,62531.63,1.50292,1.508481
"2022-10-24 10:00:00",620,19.35026,82.12641,1.843518,2.374,0.372,3.05,"2022-10-24 09:18:00",14.35487,23.71533,23.53106,23.41,23.78704,23.77961,23.72117,23.53705,23.46,23.73088,23.8287,23.34,23.55705,107.5861,106.7615,109.1404,9.136273,9.065229,9.263736,61606.83,61175.87,60479.1,63636.93,63130.1,62539.72,1.478825,1.523853
"2022-10-24 11:00:00",621,20.8752,80.09833,1.976007,1.227,0.776,2.3,"2022-10-24 10:03:30",3.79358,23.8619,23.62005,23.65,23.85006,23.82898,23.76867,23.57092,23.51,23.76664,23.84911,23.51,23.57523,108.4215,107.4221,111.7368,9.191812,9.115509,9.480861,61675.41,61200.68,60506.93,63376.34,63071.86,62352.86,1.622402,1.560325
"2022-10-24 12:00:00",622,22.48518,79.60871,2.165934,0.711,0.666,2.05,"2022-10-24 11:59:30",1.39402,24.09993,23.72002,23.68,23.93352,23.88998,23.82971,23.60421,23.5,23.80978,23.88151,23.51,23.60633,109.9652,108.8613,113.7719,9.305187,9.231846,9.647901,61712.37,61239.79,60493.37,63374.61,63144.52,62359.03,1.50821,1.611465
"2022-10-24 13:00:00",623,22.69017,83.66753,2.306336,2.084,0.482,2.8,"2022-10-24 12:36:00",10.46821,24.40861,23.80352,23.94,24.0297,23.96122,23.8764,23.63569,23.58,23.84069,23.90776,23.41,23.63373,111.7067,110.7446,116.6078,9.43777,9.386012,9.883296,62145.81,61243.56,60548.25,63509.45,63047.63,62527.95,1.48897,1.648442
"2022-10-24 14:00:00",624,24.47739,77.79581,2.384953,4.052,1.531,5.975,"2022-10-24 13:53:30",91.54647,24.47419,24.03992,24.12,24.19792,24.02713,23.8993,23.65844,23.62,23.84346,23.92903,23.5,23.6584,112.4964,112.4241,119.8293,9.462588,9.524273,10.15163,62235.5,61351.85,60646.77,63353.52,63094.48,62531.32,1.629782,1.599962
"2022-10-24 15:00:00",625,24.78379,74.71129,2.334612,4.927,0.939,6.575,"2022-10-24 14:18:30",132.2901,24.34117,24.14635,24.16,24.41967,24.35486,24.18782,23.87001,23.83,23.87041,23.9626,23.66,23.69359,112.8943,113.3748,124.2666,9.477174,9.566894,10.52057,62149.58,61556.43,60643.77,63205.95,63037.76,62313.38,1.734651,1.551132
"2022-10-24 16:00:00",626,25.15306,65.38596,2.08948,5.06,0.536,6.175,"2022-10-24 15:10:00",133.9082,24.29248,24.10085,24,24.37451,24.3422,24.25257,24.01113,23.99,23.98439,23.98613,23.7,23.71922,114.867,114.1149,127.5026,9.65099,9.603847,10.78936,62055.37,61697.04,60637,63344.16,62967.54,62243.09,1.985525,1.653383
"2022-10-24 17:00:00",627,24.46584,71.722,2.199067,4.498,0.732,6.475,"2022-10-24 16:01:00",98.29262,24.25304,24.06434,23.85,24.32564,24.31279,24.24042,24.03609,23.92,24.16537,24.01452,23.73,23.73741,116.4947,115.8862,131.4189,9.794415,9.748392,11.11698,62095.32,61777.52,60678.36,63559.84,63135.59,62277.48,2.161694,1.736171
"2022-10-24 18:00:00",628,23.71541,82.8771,2.429748,4.757,0.64,6.2,"2022-10-24 17:42:30",113.4881,24.23642,24.05019,23.89,24.29924,24.29573,24.23289,24.04922,23.82,24.21019,24.12906,23.58,23.7452,116.9691,116.2376,132.5483,9.836891,9.775556,11.21088,62001.84,61679.73,60752.8,63398.07,63174.54,62527.96,2.41567,1.723139
"2022-10-24 19:00:00",629,23.79609,77.90616,2.293497,2.929,1.19,4.85,"2022-10-24 18:01:30",37.63571,24.16197,23.98,23.84,24.22349,24.22314,24.16306,23.9881,23.84,24.17487,24.22614,23.63,23.81131,117.5987,116.7789,129.3179,9.902809,9.832287,10.92419,61968.67,61619.58,60601.66,63451.68,63082.3,62321.05,2.409902,1.761836
"2022-10-24 20:00:00",630,23.98378,69.47361,2.069019,3.786,0.59,4.85,"2022-10-24 19:28:00",57.99006,24.11737,23.93784,23.87,24.1817,24.18005,24.11927,23.94536,23.75,24.13414,24.20935,23.7,23.85765,117.7952,116.8801,125.3973,9.927179,9.848672,10.58385,61906.1,61588.76,60715.93,63326.2,63162.43,62330.86,2.353751,1.766284
"2022-10-24 21:00:00",631,23.17911,74.18392,2.106225,2.605,0.827,4.3,"2022-10-24 20:03:00",22.74393,24.08042,23.89986,23.74,24.14433,24.1447,24.08441,23.91019,23.89,24.10245,24.18738,23.71,23.87622,118.3915,117.2871,122.8279,9.984529,9.889477,10.36331,61933.98,61521.81,60746.01,63538.74,62933.56,62353.4,2.305102,1.748476
"2022-10-24 22:00:00",632,22.80638,79.25826,2.199488,1.004,0.631,2.15,"2022-10-24 21:36:00",2.194194,24.03063,23.85406,23.75,24.09675,24.09676,24.03602,23.86447,23.71,24.05512,24.14711,23.6,23.88613,117.9228,116.837,119.9399,9.953525,9.859953,10.11772,61902.32,61490.22,60694.13,63486.02,63132.92,62426.4,2.282083,1.864268
"2022-10-24 23:00:00",633,22.56203,84.63377,2.313003,1.041,0.685,2.05,"2022-10-24 22:55:00",2.41307,24.01828,23.84398,23.69,24.08216,24.08244,24.02209,23.85438,23.8,24.04193,24.13521,23.59,23.882,116.5123,115.5692,117.6481,9.836329,9.75481,9.925147,61760.61,61461.66,60631.73,63420.92,62979.82,62392.67,2.307041,1.835545
"2022-10-25 00:00:00",634,22.18832,89.26145,2.386297,1.582,0.365,2.375,"2022-10-24 23:12:00",4.59604,24.00243,23.82936,23.82,24.06577,24.06557,24.00542,23.8389,23.62,24.02592,24.12168,23.61,23.87192,115.7061,114.5921,116.4947,9.770942,9.675138,9.8297,61810.36,61446.6,60620.45,63307.01,63209.26,62356.53,2.308301,1.919816
"2022-10-25 01:00:00",635,21.90453,88.25311,2.319564,1.248,0.899,2.9,"2022-10-25 00:37:30",4.968766,23.99175,23.82002,23.65,24.05686,24.05716,23.99638,23.83068,23.7,24.01639,24.11241,23.8,23.86396,114.7756,113.375,115.4641,9.694059,9.573857,9.74419,61851.07,61412.01,60603.91,63571.45,63062.9,62091.24,2.267743,1.853611
"2022-10-25 02:00:00",636,20.95016,86.73016,2.152698,2.303,1.102,4.4,"2022-10-25 01:32:00",21.23844,23.96416,23.79711,23.64,24.03492,24.0365,23.97683,23.81258,23.62,23.99759,24.09274,23.61,23.8429,114.0643,112.5843,114.5345,9.638124,9.510314,9.669561,61838.26,61354.11,60644.51,63568.16,63096.57,62379.34,2.197797,1.824496
"2022-10-25 03:00:00",637,20.05579,87.11675,2.043452,2.897,0.394,3.675,"2022-10-25 02:44:30",25.65417,23.9446,23.76984,23.68,24.0127,24.0137,23.95343,23.78483,23.6,23.97413,24.07077,23.55,23.81764,114.0924,113.1364,115.3605,9.645429,9.561922,9.743903,61988.26,61433.09,60712.18,63689.23,63210.54,62530.58,2.146081,1.84313
"2022-10-25 04:00:00",638,19.30627,88.04315,1.970927,2.414,0.412,3.475,"2022-10-25 03:04:30",15.31608,23.92259,23.74226,23.61,23.98611,23.98581,23.92528,23.75585,23.68,23.94579,24.04164,23.63,23.78647,113.9018,112.9583,115.1085,9.634298,9.552057,9.728293,62432.27,61398.47,60730.24,64222.61,63079.82,62460.49,2.140071,1.85688
"2022-10-25 05:00:00",639,18.9132,86.58592,1.891681,2.466,0.404,3.5,"2022-10-25 04:59:30",16.21931,23.89523,23.72019,23.6,23.96331,23.96343,23.90351,23.73616,23.6,23.92383,24.0197,23.6,23.76447,113.3167,112.3462,114.3157,9.588778,9.503802,9.665275,62279.23,61308.99,60615.18,64063.94,63078.58,62365.05,2.045633,1.829533
"2022-10-25 06:00:00",640,18.85048,80.16602,1.744055,2.402,0.514,3.475,"2022-10-25 05:09:00",15.78497,23.86431,23.68402,23.61,23.9285,23.92893,23.86767,23.69932,23.57,23.88792,23.98026,23.42,23.72293,112.7501,111.8678,113.9681,9.547312,9.469879,9.643398,62035.76,61341.31,60524.19,63802.02,63144.96,62497.67,1.993524,1.805413
