"TOA5","MarMenorIP","CR1000X","25703","CR1000X.Std.06.00","CPU:MarMenor7-final.CR1X","33968","Output60min"
"TIMESTAMP","RECORD","Air_Temp_HS_Avg","RelHumidity_Avg","Vapor_Pressure_Avg","WS_ms_Avg","WS_ms_Std","WS_ms_Max","WS_ms_TMx","WS3_Avg","ThermTemp1_Avg","WTemp_C1_Avg","SDI_Temp_1m","ThermTemp2_Avg","ThermTemp3_Avg","ThermTemp4_Avg","WTemp_C2_Avg","SDI_Temp_3m","ThermTemp5_Avg","ThermTemp6_Avg","SDI_Temp_6m","WTemp_C3_Avg","O2_sat1_Avg","O2_sat2_Avg","O2_sat3_Avg","O2_conc1_Avg","O2_conc2_Avg","O2_conc3_Avg","SDI_Cond_1m","SDI_Cond_3m","SDI_Cond_6m","SDI_TempCorrCond_1m","SDI_TempCorrCond_3m","SDI_TempCorrCond_6m","SDI_Salinity_1m","SDI_Salinity_3m","SDI_Salinity_6m","Mean_Chl_ugl","Mean_Turb_NTU","SB_Cond_1m","SB_Temp_1m","SB_Press_1m","SB_Cond_6m","SB_Temp_6m","SB_Press_6m"
"TS","RN","Deg C","Percent","kPa","meters/second","meters/second","meters/second","meters/second","(meters/second)","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Percent","Percent","Percent","mg/l","mg/l","mg/l","uS/cm","uS/cm","uS/cm","uS/cm 25C","uS/cm 25C","uS/cm 25C","","","","ug/l","NTU","","","","","",""
"","","Avg","Avg","Avg","Avg","Std","Max","TMx","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-16 16:00:00",0,22.35192,54.12701,1.461483,0.003,0.024,0.213,"2023-05-16 15:52:00",0.0001214646,22.87032,23.35896,22.36,22.84357,22.72957,18.58529,23.39628,20.9,22.45847,22.92134,20.92,23.49553,102.4824,102.3746,103.0476,8.731138,8.715814,8.756722,85.44208,31465.88,31034.82,96.10773,34426.03,33935.64,-3.407904,21.32632,20.97301,0.8951674,22.93499,3.209272,21.06066,0.3324,3.215035,21.05933,0.0008
"2023-05-17 10:00:00",1,20.20079,67.59674,1.599666,1.629,0.429,2.525,"2023-05-17 09:34:30",5.147143,20.49165,20.5032,20.4,20.57812,20.37894,-84.97859,23.3815,21.21,19.77964,23.78592,21.3,23.46009,101.7407,103.1993,101.154,9.158651,8.788479,8.601525,85.44208,-489.2647,-253.4128,135.4984,-444.5506,-106.2418,-3.379523,-3.797441,-3.553694,0.234409,6.480503,"NAN","NAN","NAN",0.07381,22.86118,0.0499
"2023-05-17 11:00:00",2,19.99946,64.594,1.509509,1.874,0.303,2.7,"2023-05-17 10:22:00",7.105733,20.30882,20.3035,20.44,20.60747,20.35479,-87.05859,22.2912,18.44,20.80562,22.57946,18.56,22.29368,101.8539,101.6961,98.80102,9.20506,8.841964,8.589727,85.44208,-489.2647,-274.1196,134.7965,-396.1923,-82.03436,-3.380029,-3.762599,-3.536253,0.2467216,6.310142,"NAN","NAN","NAN",0.072015,21.62252,0.0345
"2023-05-17 12:00:00",3,20.41295,61.57974,1.476403,1.706,0.363,2.8,"2023-05-17 11:43:00",5.652294,20.6154,20.79185,21.77,21.20431,21.366,-87.02621,21.47606,18.59,21.75319,21.84735,18.48,21.43191,101.9797,100.6259,97.06004,9.128524,8.887529,8.579926,85.44208,-489.2647,-274.1196,107.2651,-398.6107,-80.60992,-3.399865,-3.764341,-3.535226,0.2457897,6.207031,"NAN","NAN","NAN",0.07178,21.40669,0.0567
"2023-05-17 13:00:00",4,21.02728,59.58612,1.483735,1.481,0.458,2.225,"2023-05-17 12:20:30",4.095007,21.106,22.33771,23.89,22.24541,23.3944,-86.9516,22.02638,19.51,24.42739,22.45876,19.5,21.84045,101.9705,100.2117,97.43354,8.858182,8.757401,8.545103,85.44208,-489.2647,-274.1196,67.36566,-415.6194,-98.36292,-3.428612,-3.776596,-3.548017,0.2406117,5.97371,"NAN","NAN","NAN",0.072832,21.97608,0.0553
"2023-05-17 14:00:00",5,30.00767,38.73728,1.619853,0,0,0,"2023-05-17 13:00:30",0,22.57945,23.32927,24.65,22.09294,22.50002,-86.90109,22.11466,19.8,26.86168,22.39869,19.8,22.11217,102.1823,96.8232,96.90881,8.71045,8.446817,8.454689,85.44208,-489.2647,-274.1196,53.47931,-420.46,-103.6932,-3.438617,-3.780084,-3.551857,0.2520784,5.776586,"NAN","NAN","NAN",0.073023,22.07909,0.0466
"2023-05-17 15:00:00",6,31.98371,35.5038,1.685426,0,0,0,"2023-05-17 14:00:30",0,23.33275,23.13059,23.81,21.77425,22.07121,-86.97013,22.12367,20.13,24.42617,22.43262,20.18,22.17492,102.0313,94.09863,95.44157,8.730313,8.207696,8.316651,85.44208,-489.2647,-274.1196,68.73407,-426.3461,-109.8948,-3.427626,-3.784324,-3.556326,0.2514487,5.733114,"NAN","NAN","NAN",0.073221,22.12249,0.0424
"2023-05-17 16:00:00",7,30.4297,40.84782,1.761343,0,0,0,"2023-05-17 15:00:30",0,23.12409,22.74235,22.81,21.49386,21.83951,-86.99832,22.13455,20.27,24.64212,22.44513,20.48,22.22115,101.719,93.59351,94.74208,8.768022,8.161928,8.248363,85.44208,-489.2647,-274.1196,87.19208,-428.5072,-115.2458,-3.414327,-3.785882,-3.560181,0.2582665,5.73385,"NAN","NAN","NAN",0.073316,22.1279,0.0368
"2023-05-17 17:00:00",8,26.62731,52.19294,1.819919,0,0,0,"2023-05-17 16:00:30",0,22.62274,22.17219,22.29,21.22631,21.46501,-87.06336,22.10093,20.53,23.33076,22.40699,20.54,22.22482,101.5639,91.84128,93.76514,8.850617,8.014299,8.162734,85.44208,-489.2647,-274.1196,97.18622,-433.0116,-116.1661,-3.407127,-3.789127,-3.560844,0.2579333,5.745834,"NAN","NAN","NAN",0.073295,22.10946,0.0344
"2023-05-17 18:00:00",9,25.37521,56.14316,1.817951,0.007,0.04,0.225,"2023-05-17 17:03:00",0.0003714335,22.49446,21.99824,21.86,21.14914,21.378,-87.1139,22.0599,20.53,22.87212,22.36618,20.57,22.21451,101.5375,91.23017,93.0627,8.877949,7.967258,8.103186,85.44208,-489.2647,-274.1196,105.6394,-433.0946,-116.5727,-3.401036,-3.789187,-3.561137,0.2504252,5.712531,"NAN","NAN","NAN",0.073209,22.08527,0.0321
"2023-05-17 19:00:00",10,23.67938,55.97224,1.637486,0,0,0,"2023-05-17 18:00:30",0,22.24753,21.94574,21.56,21.1013,21.21483,-87.15434,22.02341,20.57,21.71965,22.33034,20.55,22.17852,101.7582,90.4263,92.64967,8.906281,7.902602,8.072759,85.44208,-489.2647,-274.1196,111.7953,-433.4879,-116.4142,-3.396601,-3.78947,-3.561023,0.2485366,5.708442,"NAN","NAN","NAN",0.07295699,21.99719,0.035
"2023-05-17 20:00:00",11,21.44397,63.27436,1.616039,0,0,0,"2023-05-17 19:00:30",0,21.56132,21.443,20.81,20.796,20.69678,-87.2252,21.93045,20.46,20.7006,22.23347,20.32,22.02155,101.6133,90.08701,90.00816,8.980528,7.887078,7.866352,85.44208,-489.2647,-274.1196,126.8146,-432.0861,-112.3331,-3.38578,-3.78846,-3.558083,0.2498447,5.706473,"NAN","NAN","NAN",0.07268,21.83833,0.0498
"2023-05-17 21:00:00",12,20.47776,67.51657,1.625192,0,0,0,"2023-05-17 20:00:30",0,21.01911,21.06428,20.31,20.70411,20.51683,-87.26836,21.80316,20.3,20.39194,22.09783,20.28,21.85476,101.5843,90.88066,90.37463,9.044439,7.976152,7.923796,85.44208,-489.2647,-274.1196,137.7088,-429.2416,-111.7857,-3.377931,-3.786411,-3.557688,0.2547783,5.704656,"NAN","NAN","NAN",0.072434,21.67351,0.0533
"2023-05-17 22:00:00",13,19.76258,69.61015,1.603077,0,0,0,"2023-05-17 21:00:30",0,20.66758,20.802,20,20.57165,20.31438,-87.29624,21.65224,20.33,20.12124,21.93716,20.25,21.68481,101.67,92.73454,90.07159,9.09866,8.162622,7.923215,85.44208,-489.2647,-274.1196,144.1349,-429.6379,-111.2788,-3.373301,-3.786696,-3.557323,0.252048,5.700556,"NAN","NAN","NAN",0.072181,21.50795,0.059
"2023-05-17 23:00:00",14,19.52614,71.00146,1.611308,0,0,0,"2023-05-17 22:00:30",0,20.47655,20.64747,19.78,20.47195,20.21617,-87.31882,21.5045,20.15,20.07068,21.78005,20.11,21.52537,101.7348,92.712,89.89082,9.132129,8.18403,7.931776,85.44208,-489.2647,-274.1196,148.9185,-426.4592,-108.995,-3.369854,-3.784406,-3.555677,0.255322,5.699229,"NAN","NAN","NAN",0.07194801,21.35751,0.0686
"2023-05-18 00:00:00",15,19.20497,71.28925,1.585821,0,0,0,"2023-05-17 23:00:30",0,20.28058,20.57667,19.6,20.36293,20.07756,-87.34316,21.37082,20.03,19.92459,21.63177,19.97,21.37772,101.905,92.35565,89.50177,9.160165,8.173769,7.920129,85.44208,-489.2647,-274.1196,152.6837,-424.6572,-106.6591,-3.367142,-3.783108,-3.553994,0.2527141,5.698862,"NAN","NAN","NAN",0.07172,21.20756,0.07
"2023-05-18 01:00:00",16,19.02602,71.45184,1.571783,0,0,0,"2023-05-18 00:00:30",0,20.09447,20.50801,19.46,20.26805,19.96364,-87.34795,21.22802,19.92,19.87419,21.48867,19.93,21.24674,101.9997,91.89074,89.30347,9.181082,8.155261,7.922755,85.44208,-489.2647,-274.1196,155.5586,-422.5771,-105.9465,-3.36507,-3.781609,-3.553481,0.2538829,5.69886,"NAN","NAN","NAN",0.07150801,21.06653,0.0729
"2023-05-18 02:00:00",17,18.90266,71.43545,1.559368,0,0,0,"2023-05-18 01:00:30",0,19.94998,20.4329,19.37,20.14547,19.84683,-87.37769,21.09092,19.81,19.72031,21.34802,19.83,21.11685,102.0622,91.5334,88.97179,9.20033,8.145313,7.91335,85.44208,-489.2647,-274.1196,157.6517,-420.5341,-104.1943,-3.363562,-3.780137,-3.552219,0.2569443,5.697042,"NAN","NAN","NAN",0.071298,20.92863,0.06879999
"2023-05-18 03:00:00",18,18.79795,71.38727,1.54815,0,0,0,"2023-05-18 02:00:30",0,19.8448,20.34657,19.25,20.08654,19.76202,-87.37881,20.96073,19.79,19.64745,21.2212,19.78,20.98342,102.0581,91.16409,88.6902,9.215656,8.133121,7.908898,85.44208,-489.2647,-274.1196,160.5472,-420.337,-103.2129,-3.361476,-3.779995,-3.551512,0.252923,5.695713,"NAN","NAN","NAN",0.071094,20.79535,0.0672
"2023-05-18 04:00:00",19,18.59493,71.79516,1.537338,0,0,0,"2023-05-18 03:00:30",0,19.66722,20.17244,19.13,19.86027,19.55615,-87.38726,20.81511,19.61,19.32882,21.0701,19.64,20.84207,102.0389,90.7525,88.30061,9.245728,8.119538,7.895989,85.44208,-489.2647,-274.1196,163.1254,-417.3484,-100.8425,-3.359618,-3.777842,-3.549804,0.2544869,5.694474,"NAN","NAN","NAN",0.070871,20.64688,0.0641
"2023-05-18 05:00:00",20,18.41246,71.9494,1.523126,0,0,0,"2023-05-18 04:00:30",0,19.52663,20.00967,18.96,19.77638,19.45233,-87.40605,20.67023,19.44,19.20634,20.92792,19.43,20.69371,101.9966,90.5127,88.10013,9.271787,8.121158,7.90104,85.44208,-489.2647,-274.1196,166.7151,-413.9626,-97.32043,-3.357032,-3.775402,-3.547266,0.2532252,5.70163,"NAN","NAN","NAN",0.070654,20.50614,0.0622
"2023-05-18 06:00:00",21,18.14623,72.05943,1.500185,0,0,0,"2023-05-18 05:00:30",0,19.39472,19.90314,18.74,19.68708,19.33055,-87.42328,20.53426,19.32,19.0138,20.79029,19.24,20.55127,102.0402,90.27219,87.79433,9.295423,8.121269,7.895711,85.44208,-489.2647,-274.1196,172.033,-412.1507,-93.98346,-3.353201,-3.774097,-3.544862,0.253377,5.708292,"NAN","NAN","NAN",0.070437,20.36311,0.0687
"2023-05-18 07:00:00",22,17.77673,72.12455,1.467035,0,0,0,"2023-05-18 06:00:30",0,19.25566,19.75733,18.63,19.60396,19.20264,-87.424,20.3959,19.28,18.91153,20.65129,19.28,20.40801,102.1654,89.86472,87.48419,9.333907,8.106712,7.890077,85.44208,-489.2647,-274.1196,174.0856,-411.3072,-94.74146,-3.351722,-3.773489,-3.545408,0.2517312,5.74813,"NAN","NAN","NAN",0.070241,20.23742,0.0749
"2023-05-18 08:00:00",23,18.87268,69.58897,1.515717,0,0,0,"2023-05-18 07:00:30",0,19.411,19.85493,19.06,19.86363,19.62748,-87.39764,20.32676,19.19,19.82548,20.57702,19.17,20.31545,102.2987,88.32404,88.02396,9.327935,7.978615,7.953288,85.44208,-489.2647,-274.1196,164.7491,-409.9606,-92.79431,-3.358449,-3.772519,-3.544005,0.2540881,5.755376,"NAN","NAN","NAN",0.070182,20.19723,0.0738
"2023-05-18 09:00:00",24,19.58525,64.16067,1.4614,0,0,0,"2023-05-18 08:00:30",0,19.68865,20.19195,19.36,20.07092,19.91492,-87.39385,20.30856,19.26,19.82731,20.55042,19.15,20.27953,102.4458,87.30398,87.8074,9.279008,7.889317,7.939354,85.44208,-489.2647,-274.1196,157.8271,-411.1572,-92.48529,-3.363436,-3.773381,-3.543782,0.2529853,5.739417,"NAN","NAN","NAN",0.070132,20.1609,0.0784
"2023-05-18 10:00:00",25,20.58363,58.60724,1.419775,0,0,0,"2023-05-18 09:00:30",0,20.11951,20.4784,19.84,20.3407,20.23883,-87.37452,20.27569,19.23,19.90465,20.53,19.2,20.24436,102.5044,87.72279,87.94049,9.231921,7.932312,7.95693,85.44208,-489.2647,-274.1196,147.5993,-410.5958,-93.37225,-3.370805,-3.772977,-3.544421,0.2553271,5.74699,"NAN","NAN","NAN",0.07013,20.1615,0.089
"2023-05-18 11:00:00",26,22.13772,53.80323,1.433477,0,0,0,"2023-05-18 10:00:30",0,20.59747,20.87859,20.5,20.55823,20.63423,-87.35044,20.28295,19.4,20.69031,20.54446,19.31,20.25065,102.5261,87.06799,88.67812,9.161516,7.871971,8.022672,85.44208,-489.2647,-274.1196,133.6439,-413.2753,-95.04761,-3.380859,-3.774907,-3.545629,0.2531101,5.758135,"NAN","NAN","NAN",0.07021,20.1809,0.083
"2023-05-18 12:00:00",27,27.05202,41.95774,1.480286,0,0,0,"2023-05-18 11:00:30",0,21.2698,21.54051,22.23,21.14443,21.71652,-87.27489,20.32352,19.63,23.1682,20.59646,19.55,20.32336,102.6266,86.26255,88.63491,9.053069,7.792896,8.007245,85.44208,-489.2647,-274.1196,98.55371,-417.5695,-99.19666,-3.406142,-3.778001,-3.548618,0.2572666,5.791424,"NAN","NAN","NAN",0.070547,20.30437,0.0778
"2023-05-18 13:00:00",28,32.47826,29.41452,1.431368,0,0,0,"2023-05-18 12:00:30",0,22.29069,22.71023,24.28,21.74101,22.90518,-87.2028,20.41137,19.92,26.11343,20.70577,20.06,20.46965,102.6965,86.79235,88.33961,8.857736,7.827164,7.957543,85.44208,-489.2647,-274.1196,60.15088,-422.8472,-107.9998,-3.43381,-3.781804,-3.55496,0.2589433,5.777724,"NAN","NAN","NAN",0.070994,20.47349,0.068
"2023-05-18 14:00:00",29,34.32934,27.24114,1.474581,0,0,0,"2023-05-18 13:00:30",0,22.97599,23.76114,26.04,22.38406,23.81077,-87.14261,20.54136,20.31,29.12538,20.85288,20.4,20.68812,102.6961,86.83075,88.64306,8.683512,7.810577,7.950605,85.44208,-489.2647,-274.1196,29.66077,-429.3636,-113.6786,-3.455778,-3.786499,-3.559052,0.255419,5.778563,"NAN","NAN","NAN",0.071483,20.64145,0.0505
"2023-05-18 15:00:00",30,33.92838,28.807,1.525639,0,0,0,"2023-05-18 14:00:30",0,23.29613,24.06066,25.01,22.34751,23.17632,-87.19878,20.66934,20.53,24.93649,20.98045,20.49,20.85268,102.5674,86.48487,88.86444,8.624063,7.759898,7.944759,85.44208,-489.2647,-274.1196,47.01276,-432.6864,-115.5775,-3.443276,-3.788893,-3.56042,0.2489958,5.728986,"NAN","NAN","NAN",0.071919,20.7907,0.0445
"2023-05-18 16:00:00",31,35.52618,26.67455,1.536938,0,0,0,"2023-05-18 15:00:30",0,23.13193,23.49985,24.34,22.39077,23.30758,-87.15427,20.81683,20.86,28.38596,21.12967,20.84,21.04596,102.3947,86.8202,89.09738,8.700544,7.767447,7.935504,85.44208,-489.2647,-274.1196,59.0575,-438.4154,-121.213,-3.434598,-3.79302,-3.56448,0.2481177,5.720093,"NAN","NAN","NAN",0.07242601,20.97511,0.0359
"2023-05-18 17:00:00",32,41.9613,18.53459,1.513097,0,0,0,"2023-05-18 16:00:30",0,23.19916,23.45116,23.91,22.48684,23.51107,-87.17669,20.96225,21.04,25.32593,21.27389,20.99,21.24654,102.4779,86.73031,89.22765,8.715596,7.737346,7.916067,85.44208,-489.2647,-274.1196,66.9082,-441.494,-123.285,-3.428942,-3.795238,-3.565973,0.249748,5.715528,"NAN","NAN","NAN",0.072807,21.1207,0.0277
"2023-05-18 18:00:00",33,30.47214,33.83145,1.456337,0,0,0,"2023-05-18 17:00:30",0,22.74625,23.07929,23.37,22.01513,22.99674,-87.21675,21.09724,21.11,24.79338,21.41208,21.22,21.4046,102.3109,86.35914,89.19379,8.762775,7.683923,7.88876,85.44208,-489.2647,-274.1196,76.90912,-442.5846,-127.5001,-3.421736,-3.796024,-3.56901,0.239588,5.692856,"NAN","NAN","NAN",0.07310601,21.2392,0.024
"2023-05-18 19:00:00",34,25.70093,40.60834,1.3412,0,0,0,"2023-05-18 18:00:30",0,22.38109,22.66703,22.72,21.72291,22.40046,-87.26373,21.21157,21.18,23.40192,21.52533,21.1,21.51927,102.5041,85.84537,89.24365,8.848379,7.621195,7.87561,85.44208,-489.2647,-274.1196,89.18958,-443.8013,-125.2961,-3.412888,-3.796901,-3.567422,0.2453402,5.672312,"NAN","NAN","NAN",0.073259,21.31603,0.0324
"2023-05-18 20:00:00",35,23.43366,43.02815,1.240475,0,0,0,"2023-05-18 19:00:30",0,21.90226,22.20984,21.88,21.37861,21.63481,-87.31226,21.30683,21.1,21.77808,21.59086,20.98,21.57087,102.6169,79.68405,89.22124,8.935927,7.061224,7.865758,85.44208,-489.2647,-274.1196,105.5299,-442.5406,-123.6956,-3.401115,-3.795992,-3.566269,0.2450977,5.707422,"NAN","NAN","NAN",0.073092,21.33466,0.0348
"2023-05-18 21:00:00",36,20.5649,50.6345,1.22449,0,0,0,"2023-05-18 20:00:30",0,21.39885,21.84337,20.97,21.17813,20.95379,-87.36314,21.35313,20.88,20.37498,21.6236,20.9,21.59194,102.7375,72.15211,88.76067,9.00975,6.387887,7.821959,85.44208,-489.2647,-274.1196,123.8391,-438.7546,-122.1796,-3.387924,-3.793265,-3.565177,0.2440346,5.70661,"NAN","NAN","NAN",0.072686,21.33272,0.0539
"2023-05-18 22:00:00",37,19.06633,55.8887,1.232361,0,0,0,"2023-05-18 21:00:30",0,20.93337,21.48355,20.2,20.88783,20.49756,-87.39546,21.35485,20.67,19.98631,21.6312,20.54,21.56681,102.7256,82.08913,87.68806,9.071675,7.267412,7.731192,85.44208,-489.2647,-274.1196,140.0651,-435.1467,-116.3138,-3.376233,-3.790665,-3.560951,0.2444139,5.703171,"NAN","NAN","NAN",0.07223,21.3033,0.0754
"2023-05-18 23:00:00",38,18.67511,59.46523,1.279705,0,0,0,"2023-05-18 22:00:30",0,20.50197,20.9977,19.66,20.45387,20.01914,-87.41599,21.32734,20.37,19.69683,21.59993,20.34,21.43913,102.6844,84.52695,85.7558,9.154315,7.487247,7.579578,85.44208,-489.2647,-274.1196,151.2344,-430.1081,-112.7917,-3.368186,-3.787035,-3.558413,0.2488884,5.699452,"NAN","NAN","NAN",0.071897,21.21436,0.08490001
"2023-05-19 00:00:00",39,18.28148,60.13289,1.26277,0,0,0,"2023-05-18 23:00:30",0,20.06547,20.5005,19.05,20.11024,19.71538,-87.42959,21.21467,20.07,19.4179,21.47782,20.05,21.25346,102.632,87.41659,85.44598,9.239427,7.760242,7.579553,85.44208,-489.2647,-274.1196,165.178,-425.3085,-108.1407,-3.35814,-3.783577,-3.555062,0.2484278,5.707936,"NAN","NAN","NAN",0.07160001,21.02175,0.0807
"2023-05-19 01:00:00",40,17.40851,60.53134,1.202875,0,0,0,"2023-05-19 00:00:30",0,19.32905,19.78736,18.59,19.51983,19.04393,-87.45769,20.99751,19.7,18.89587,21.25857,19.71,21.04275,102.4895,87.45542,85.76778,9.357992,7.796643,7.639439,85.44208,-489.2647,-274.1196,175.9007,-418.4199,-102.3979,-3.350414,-3.778614,-3.550924,0.2498717,5.755643,"NAN","NAN","NAN",0.071251,20.80104,0.0763
"2023-05-19 02:00:00",41,17.04819,62.53666,1.214753,0,0,0,"2023-05-19 01:00:30",0,18.9851,19.32029,18.05,19.41494,18.9464,-87.46397,20.79449,19.51,18.81215,21.0598,19.51,20.83198,102.4695,87.05405,85.62666,9.443969,7.791789,7.658395,85.44208,-489.2647,-274.1196,188.0303,-415.5604,-98.51154,-3.341675,-3.776554,-3.548124,0.2502456,5.773093,"NAN","NAN","NAN",0.070946,20.60005,0.07520001
"2023-05-19 03:00:00",42,16.10079,63.33732,1.158264,0,0,0,"2023-05-19 02:00:30",0,18.08128,17.99221,17.1,17.79582,18.30672,-87.49685,20.56422,19.16,18.31618,20.83177,19.28,20.61175,102.2863,86.99888,85.38699,9.685068,7.822186,7.670081,85.44208,-489.2647,-274.1196,210.8844,-408.962,-94.41077,-3.325209,-3.771799,-3.54517,0.2478836,5.768301,"NAN","NAN","NAN",0.070581,20.35751,0.0653
"2023-05-19 10:00:00",43,20.04151,60.73175,1.423036,0,0,0,"2023-05-19 09:59:00",0,18.75828,19.05587,0,18.49819,18.44644,-87.42754,19.98542,0,19.42212,19.77667,0,19.54018,102.0761,86.88578,82.73225,9.457891,7.901974,7.591339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 11:00:00",44,20.90357,58.7187,1.451041,0,0,0,"2023-05-19 10:59:00",0,18.62598,18.75375,0,18.57608,18.65225,-87.52952,19.88362,0,20.39757,19.71219,0,19.48165,102.2266,86.32095,83.18389,9.529883,7.866518,7.641734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 12:00:00",45,32.95286,30.36726,1.52357,0,0,0,"2023-05-19 11:59:00",0,20.07391,19.95501,0,20.15006,21.38003,-87.30206,19.90796,0,26.15691,19.81168,0,19.52429,102.1681,85.21485,84.76596,9.297471,7.761957,7.780422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 13:00:00",46,33.69485,26.46651,1.384219,0,0,0,"2023-05-19 12:59:00",0,21.60591,21.87621,0,20.67401,21.91711,-87.29163,20.05293,0,29.58303,19.96031,0,19.74521,102.3743,85.18931,84.7598,8.972196,7.737303,7.745584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 14:00:00",47,30.85838,29.85947,1.330674,0,0,0,"2023-05-19 13:59:00",0,21.88401,22.21388,0,20.76509,21.30979,-87.39594,20.19058,0,22.75204,20.08961,0,19.89308,102.4034,85.10923,85.12411,8.916609,7.708957,7.755987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 15:00:00",48,35.75756,27.67039,1.622425,0,0,0,"2023-05-19 14:59:00",0,21.74935,21.88606,0,21.09719,21.96342,-87.35749,20.32271,0,27.40403,20.22308,0,20.03679,101.9748,84.75269,84.96505,8.935481,7.65662,7.719408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 16:00:00",49,26.47142,45.79362,1.582378,0,0,0,"2023-05-19 15:59:00",0,21.2076,21.36858,0,20.54868,20.97406,-87.42385,20.43982,0,23.11016,20.34153,0,20.14334,102.0362,84.81792,85.18641,9.030927,7.64481,7.723174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 17:00:00",50,24.60339,40.19247,1.243091,0,0,0,"2023-05-19 16:59:00",0,20.78806,21.25341,0,20.6123,20.92994,-87.38901,20.56147,0,21.59995,20.43982,0,20.23892,102.5029,84.62469,85.10326,9.092593,7.609125,7.701042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 18:00:00",51,17.75144,65.51589,1.330475,0,0,0,"2023-05-19 17:59:00",0,17.30486,18.70142,0,17.92492,18.0736,-87.52606,20.57542,0,19.49114,20.43302,0,20.22333,101.9314,84.87041,83.42541,9.512448,7.629124,7.551543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 19:00:00",52,17.0944,73.10149,1.424136,0,0,0,"2023-05-19 18:59:00",0,16.87176,17.77652,0,17.59562,17.56354,-87.55778,20.52163,0,18.95919,20.36236,0,20.17612,101.8242,85.38389,82.05756,9.683838,7.683416,7.434675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 20:00:00",53,16.33944,73.40741,1.363101,0,0,0,"2023-05-19 19:59:00",0,16.60434,17.51227,0,17.3258,17.20992,-87.61105,20.21311,0,18.22904,20.28153,0,20.07008,101.9419,85.19814,81.33662,9.748069,7.713569,7.384869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 21:00:00",54,15.89437,74.71749,1.348559,0,0,0,"2023-05-19 20:59:00",0,16.61747,17.41668,0,17.51416,17.20151,-87.59689,19.9287,0,17.98103,20.09383,0,19.8679,101.9198,84.29039,82.05961,9.765258,7.674583,7.480518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 22:00:00",55,15.61631,75.76759,1.34338,0,0,0,"2023-05-19 21:59:00",0,16.5337,17.37417,0,17.38867,17.05189,-87.63244,19.7514,0,17.82822,19.90957,0,19.6818,102.1024,84.61383,82.02536,9.791385,7.731289,7.505195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-19 23:00:00",56,15.09027,75.67448,1.297154,0,0,0,"2023-05-19 22:59:00",0,16.38596,17.27626,0,17.36437,16.93464,-87.63247,19.5527,0,17.57954,19.71278,0,19.49269,102.2016,84.26713,81.62998,9.820833,7.73024,7.497324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-20 00:00:00",57,14.86169,76.46523,1.291557,0,0,0,"2023-05-19 23:59:00",0,16.51966,17.1824,0,17.79564,17.17141,-87.63247,19.37808,0,17.5766,19.5424,0,19.32117,102.0044,83.95702,81.60535,9.821027,7.728791,7.520895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-20 01:00:00",58,15.4831,78.06602,1.372358,0,0,0,"2023-05-20 00:59:00",0,16.59945,17.38701,0,17.75971,17.31567,-87.62537,19.2529,0,17.69621,19.4166,0,19.18619,101.9606,83.67203,81.36108,9.775178,7.72195,7.518761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-05-20 11:00:00",59,23.83822,53.90367,1.588556,0,0,0,"2023-05-20 10:38:30",0,18.42566,19.79395,18.41,19.35473,19.60197,-87.44682,18.37159,17.29,21.20613,18.5868,17.28,18.32845,102.0102,80.95513,81.38589,9.31292,7.605768,7.652971,85.44208,-489.2647,-274.1196,179.7053,-374.2197,-57.73914,-3.347673,-3.746768,-3.518748,0.2470604,5.938649,"NAN","NAN","NAN",-1,-273.15,-6098.253
